
timestamp	power	temperature	cloud_cover	humidity	wind_speed
01/01/24 0:00	2.483570765	19.75461188	41.05490075	73.37788693	1.167662174
01/01/24 1:00	0	20.54035906	27.02402099	48.61599356	3.849448424
01/01/24 2:00	3.238442691	21.61048557	28.57950092	49.61445094	4.812293429
01/01/24 3:00	7.615149282	22.71972362	65.6906379	42.04343081	5.383828184
01/01/24 4:00	0	24.25302531	57.0930838	48.44675315	2.710408744
01/01/24 5:00	0	25.17078111	26.06736057	53.92951695	5.106286523
01/01/24 6:00	7.896064078	25.2766908	25.04640837	48.85052421	1.553158685
01/01/24 7:00	29.71907816	25.65681238	62.05814789	44.43512669	5.232261459
01/01/24 8:00	47.65262807	24.34312891	24.36578038	46.03179356	1.637443312
01/01/24 9:00	73.42347834	24.98906798	69.31160356	63.0389384	2.986436453
01/01/24 10:00	84.28545191	22.23534317	62.37453363	50.31668592	4.986476829
01/01/24 11:00	94.26393386	24.01426439	24.88092684	58.21349305	1.749587137
01/01/24 12:00	101.2098114	20.62566735	25.09026285	65.17086354	2.146256976
01/01/24 13:00	87.02618141	17.84874722	79.19837471	74.51974143	4.611262842
01/01/24 14:00	77.97795122	16.4291075	42.45624775	41.96560699	4.600182683
01/01/24 15:00	67.89924047	16.94693851	42.23852882	79.97051995	4.205738164
01/01/24 16:00	44.9358444	15.4464102	68.76797404	71.39501947	4.469742222
01/01/24 17:00	27.45314117	15.88437136	76.83491464	44.0879516	3.713622217
01/01/24 18:00	0	15.47323762	79.16006383	83.67893121	2.258995295
01/01/24 19:00	0	15.09754196	65.20269112	86.04362003	2.728479968
01/01/24 20:00	7.328243845	14.82307926	42.57557513	43.05389799	1.907988584
01/01/24 21:00	0	14.94961887	25.010043	53.84388241	5.542252807
01/01/24 22:00	0.337641023	17.05348505	66.62881496	80.31006399	3.916958974
01/01/24 23:00	0	19.56230357	53.50425498	77.41298452	3.004257084
02/01/24 0:00	0	20.21409374	45.45332055	49.22605097	3.310029018
02/01/24 1:00	0.554612949	20.04835645	74.38126311	50.46746617	5.736416698
02/01/24 2:00	0	22.67318093	26.67184894	58.52360514	1.766757016
02/01/24 3:00	1.878490092	23.92085129	49.55750626	64.22614926	3.93114916
02/01/24 4:00	0	23.44626958	20.68121869	70.91273858	3.529443394
02/01/24 5:00	0	24.98335424	48.11963852	58.44568198	4.057271177
02/01/24 6:00	0	25.05820872	23.37819654	63.12673581	1.090550919
02/01/24 7:00	35.14329543	23.68665883	27.12907498	77.37354691	5.360619545
02/01/24 8:00	49.93251388	24.68791438	27.05157481	41.83416014	5.660591412
02/01/24 9:00	65.42212347	24.09631843	58.95261813	52.62184722	3.825665918
02/01/24 10:00	90.71526494	23.58305124	64.76269276	75.66747929	4.483254119
02/01/24 11:00	90.48836438	22.34789728	55.00212591	84.76034188	5.612496906
02/01/24 12:00	101.044318	18.62233063	77.73035291	65.58387211	4.536193172
02/01/24 13:00	86.79423201	17.76807973	42.49223477	66.60567426	1.762695215
02/01/24 14:00	79.96161013	18.01503527	37.14272518	45.35860057	3.881441801
02/01/24 15:00	71.6949843	16.97825204	72.11594769	62.37061834	4.033575232
02/01/24 16:00	53.6923329	16.18492067	33.41575031	66.63086332	3.120653357
02/01/24 17:00	26.73874592	19.02310236	77.79335237	52.12352518	4.682221178
02/01/24 18:00	0	15.57089051	20.72926848	53.46216155	5.671835074
02/01/24 19:00	0	16.30593651	78.1927296	58.86420816	5.627842565
02/01/24 20:00	0	16.62387474	22.58959472	41.00355989	3.254196857
02/01/24 21:00	0	17.11585735	73.46858682	56.10395828	1.566190229
02/01/24 22:00	0	17.18473076	51.66206655	50.57240035	5.924205995
02/01/24 23:00	5.285611131	19.46487399	79.57788777	56.37486761	5.194490432
03/01/24 0:00	1.718091448	19.22717479	24.42779388	45.98810659	1.623313406
03/01/24 1:00	0	21.05727662	53.23125706	84.52636404	5.604209413
03/01/24 2:00	1.620419847	22.01463645	78.15815214	69.67962268	5.34948181
03/01/24 3:00	0	23.61740805	51.38587065	73.95511596	3.594190286
03/01/24 4:00	0	26.64478559	57.76391829	79.45856193	3.956377179
03/01/24 5:00	3.058381444	22.96236394	61.74492134	64.92210995	2.995013519
03/01/24 6:00	5.154997612	25.68626019	47.27246389	44.3460144	1.273808194
03/01/24 7:00	30.53830511	23.21691326	57.65348481	66.85532709	2.675986208
03/01/24 8:00	45.80391238	23.85819515	55.05885872	69.3420559	5.014267243
03/01/24 9:00	69.16461624	24.6244845	74.06948063	77.27197371	1.023160115
03/01/24 10:00	88.25885754	22.56428002	22.72678282	61.58297731	2.667495858
03/01/24 11:00	101.4703083	20.21635045	36.85779138	46.37901514	2.990843468
03/01/24 12:00	97.60412881	19.28469629	77.02468904	54.18879529	3.686978015
03/01/24 13:00	95.66428775	19.38550252	73.41582703	58.15411482	5.599278082
03/01/24 14:00	81.07086551	16.76963337	47.33940517	72.29586207	2.731729972
03/01/24 15:00	64.729645	16.68092468	57.20795587	68.53891523	2.734766009
03/01/24 16:00	54.06262911	15.71544482	36.64287098	57.80483629	4.687506241
03/01/24 17:00	32.66310465	14.51877052	31.28726958	89.32576244	3.261089704
03/01/24 18:00	0	17.14394409	47.8219043	70.28874097	2.123024115
03/01/24 19:00	5.017664489	15.80428989	41.20113368	51.86133959	3.262197581
03/01/24 20:00	1.808180125	13.64473039	55.01936671	45.08912363	1.704285102
03/01/24 21:00	0	16.65092041	24.66407822	47.64295696	1.881934933
03/01/24 22:00	1.806978028	16.83821354	78.46368846	52.29788642	3.491838864
03/01/24 23:00	7.690182832	19.55833811	79.17264467	48.03406866	3.094627248
04/01/24 0:00	0	19.20747926	61.88970284	49.3283512	5.574229505
04/01/24 1:00	7.823218279	21.17935878	52.16578198	54.25475843	2.811969496
04/01/24 2:00	0	23.00498728	38.57165698	48.66867976	3.902941751
04/01/24 3:00	4.109512522	24.4012891	68.82770118	84.83827123	4.16132144
04/01/24 4:00	0.435235341	23.12983061	61.08387035	44.01168728	1.065472283
04/01/24 5:00	0	24.4951279	29.75701636	66.22556948	4.31768686
04/01/24 6:00	0.458803883	24.52505469	74.65563107	60.51984135	1.890179834
04/01/24 7:00	15.94405994	24.1762999	69.35223458	89.11893085	5.805351587
04/01/24 8:00	48.90164056	26.09558126	76.9879948	45.60194511	1.743313639
04/01/24 9:00	72.49624098	23.94051562	63.5431705	59.89277995	3.073120619
04/01/24 10:00	93.9920106	21.23911605	56.80491176	88.47352166	1.42674834
04/01/24 11:00	94.00123154	22.21195717	45.09458218	83.27535629	5.984371259
04/01/24 12:00	95.95753199	22.1221562	75.963709	80.85360355	3.510975052
04/01/24 13:00	94.08379741	19.73837004	71.96383337	52.89514135	3.976925087
04/01/24 14:00	91.17955097	15.98063003	22.71312021	48.54437937	1.335382387
04/01/24 15:00	72.35443367	15.98023202	21.58201847	73.432161	4.749802352
04/01/24 16:00	47.35119898	16.93678413	42.58780201	86.46879946	2.049527965
04/01/24 17:00	28.44824168	14.4627014	68.63319985	67.83814465	5.490271447
04/01/24 18:00	0.485387747	15.44381943	79.23656776	68.58063447	2.025698202
04/01/24 19:00	4.843224953	15.94500492	29.02501347	53.99895468	1.953438603
04/01/24 20:00	0	14.74294251	55.64784292	78.47464666	1.182748339
04/01/24 21:00	0	16.40494074	42.8534514	49.35218743	3.360334726
04/01/24 22:00	0	14.25873266	78.19486387	56.18396182	3.824205666
04/01/24 23:00	0	17.68151713	70.52713539	61.27182193	1.328543197
05/01/24 0:00	1.480601385	19.74743185	70.29972228	65.38051893	4.877638083
05/01/24 1:00	1.305276361	20.04631204	48.12158959	52.12048662	3.266444174
05/01/24 2:00	0.025567283	24.1324113	44.88917014	45.74184124	3.621951347
05/01/24 3:00	0	22.10539253	36.40442432	70.53100212	3.203813735
05/01/24 4:00	0	23.89008253	23.3825298	54.43152766	3.003815304
05/01/24 5:00	0	24.96036971	71.88334258	69.06191107	3.798201657
05/01/24 6:00	0	26.44127329	68.77406055	47.71813576	1.77620123
05/01/24 7:00	21.87051816	23.39376698	79.9830604	64.05700509	1.909640652
05/01/24 8:00	49.19357144	25.49329077	79.79821022	66.62947163	5.308928105
05/01/24 9:00	72.7309324	23.54576697	53.32590234	42.59117684	5.730577311
05/01/24 10:00	96.03346988	21.51849135	66.13924491	56.83021391	2.866546581
05/01/24 11:00	97.46547169	21.7561987	76.68594379	46.72073385	2.353723366
05/01/24 12:00	101.287752	20.1990597	70.97884344	43.16874852	4.219997716
05/01/24 13:00	96.22035305	18.1056879	34.8408861	89.49801162	3.043670855
05/01/24 14:00	77.0086843	17.56980208	47.03264812	56.11769225	1.126931778
05/01/24 15:00	70.57810874	16.0791525	27.74956491	80.49372229	1.780762987
05/01/24 16:00	50.30115105	15.78339033	77.24306164	52.73203274	4.579861144
05/01/24 17:00	38.19811507	15.83250154	56.37047807	74.07513611	4.29461971
05/01/24 18:00	0	16.58601682	33.71856833	78.01139299	1.135479963
